# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 10 10:54:29 2025
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_incl_err1:  Inclination Upper Unc. [deg]
# COLUMN koi_incl_err2:  Inclination Lower Unc. [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_smet_err1:  Stellar Metallicity Upper Unc. [dex]
# COLUMN koi_smet_err2:  Stellar Metallicity Lower Unc. [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag
8953414,K04332.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.665885440,3.2560000e-05,-3.2560000e-05,1.6700e+02,1.130e+01,-1.130e+01,0.98,9.000e-02,-1.000e-01,0.0341,,,86.06,,,1041.0,,,278.03,103.14,-84.17,4965.00,176.00,-176.00,-0.0600,0.3000,-0.3000,0.7710,0.0710,-0.0790,0.7440,0.0950,-0.0550,291.985720,45.211441,15.382
2576962,K04333.01,,CANDIDATE,CANDIDATE,,309.255810000,1.4950000e-02,-1.4950000e-02,4.2140e+02,4.560e+01,-4.560e+01,2.18,1.040e+00,-2.300e-01,0.9158,,,89.95,,,287.0,,,1.61,2.24,-0.48,6060.00,148.00,-196.00,0.0000,0.2000,-0.3000,1.0570,0.5020,-0.1100,1.0670,0.2240,-0.1270,291.700500,37.843731,14.205
10140274,K04334.01,,CANDIDATE,CANDIDATE,0.7540,2.442323990,1.0380000e-05,-1.0380000e-05,2.2900e+02,1.850e+01,-1.850e+01,1.10,8.000e-02,-1.100e-01,0.0319,,,88.15,,,1029.0,,,264.82,80.33,-75.12,4849.00,146.00,-146.00,-0.0800,0.3000,-0.3000,0.7380,0.0560,-0.0740,0.7230,0.0810,-0.0540,291.518190,47.139301,15.849
10730070,K04335.01,Kepler-1590 b,CONFIRMED,CANDIDATE,0.9940,7.617581980,5.4520000e-05,-5.4520000e-05,8.5400e+01,7.300e+00,-7.300e+00,1.00,3.200e-01,-1.400e-01,0.0772,,,89.17,,,1020.0,,,255.32,238.40,-88.91,6202.00,166.00,-203.00,-0.1200,0.2500,-0.3000,1.0720,0.3420,-0.1470,1.0500,0.1690,-0.1270,291.407810,48.017891,14.110
4458109,K04336.01,,FALSE POSITIVE,FALSE POSITIVE,,41.477908000,2.9860000e-03,-2.9860000e-03,2.9900e+01,4.100e+00,-4.100e+00,1.09,3.800e-01,-3.800e-01,0.2491,,,88.81,,,849.0,,,122.73,124.24,-76.63,6935.00,173.00,-218.00,-0.6200,0.2400,-0.3000,1.9180,0.6720,-0.6650,1.1970,0.2670,-0.1730,289.756260,39.576450,10.830
8345384,K04399.01,,CANDIDATE,CANDIDATE,0.9580,42.100335100,1.3890000e-04,-1.3890000e-04,2.1400e+02,1.930e+01,-1.930e+01,1.42,1.600e-01,-7.000e-02,0.2298,,,89.67,,,466.0,,,11.17,3.66,-1.92,5595.00,100.00,-122.00,-0.1400,0.1500,-0.1500,0.8200,0.0920,-0.0400,0.9170,0.0430,-0.0760,282.128880,44.303162,11.965
2831055,K04400.01,Kepler-1601 b,CONFIRMED,CANDIDATE,0.9950,2.209231190,1.4720000e-05,-1.4720000e-05,5.9800e+01,4.900e+00,-4.900e+00,0.84,2.600e-01,-1.100e-01,0.0336,,,89.11,,,1507.0,,,1217.79,1081.31,-429.48,5991.00,163.00,-199.00,-0.0200,0.2500,-0.3000,1.0920,0.3300,-0.1520,1.0320,0.1450,-0.1300,285.512940,38.079739,13.764
11044826,K04401.01,,FALSE POSITIVE,FALSE POSITIVE,,260.548320000,3.2900000e-02,-3.2900000e-02,1.6160e+02,2.050e+01,-2.050e+01,1.35,6.300e-01,-1.300e-01,0.8213,,,89.95,,,318.0,,,2.43,3.34,-0.69,6412.00,153.00,-210.00,-0.3000,0.2200,-0.3200,1.0400,0.4900,-0.0990,1.0840,0.2120,-0.1350,298.003570,48.564240,13.533
6681687,K04402.01,,FALSE POSITIVE,FALSE POSITIVE,,370.476780000,4.5230000e-02,-4.5230000e-02,6.5620e+02,8.120e+01,-8.120e+01,2.37,9.400e-01,-1.900e-01,1.0036,,,89.95,,,252.0,,,0.96,1.12,-0.24,6050.00,163.00,-179.00,-0.3000,0.2800,-0.2800,0.8960,0.3570,-0.0720,0.9790,0.1060,-0.1200,288.797030,42.168900,15.359
7703882,K04403.01,Kepler-1954 b,CONFIRMED,CANDIDATE,1.0000,5.883502510,6.5280000e-05,-6.5280000e-05,2.1770e+02,2.220e+01,-2.220e+01,1.27,3.700e-01,-1.200e-01,0.0625,,,88.75,,,949.0,,,192.09,172.54,-52.09,5840.00,174.00,-174.00,-0.2400,0.3000,-0.3000,0.8490,0.2540,-0.0790,0.9420,0.1100,-0.1100,298.002930,43.354610,15.741
8179190,K04196.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.662457501,2.5050000e-06,-2.5050000e-06,6.4100e+01,6.200e+00,-6.200e+00,8.30,1.580e+00,-2.700e+00,0.0160,,,26.28,,,3295.0,,,27795.08,16045.17,-16478.14,6425.00,176.00,-176.00,-0.3400,0.3000,-0.2500,2.1600,0.4100,-0.7030,1.2370,0.2200,-0.2200,296.247800,44.076790,12.721
9777724,K04197.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.332584580,1.5360000e-05,-1.5360000e-05,1.2700e+02,1.150e+01,-1.150e+01,1.25,3.800e-01,-1.600e-01,0.0247,,,81.85,,,1868.0,,,2873.72,2539.23,-1030.89,6384.00,175.00,-263.00,-0.1600,0.2500,-0.3000,1.0860,0.3260,-0.1400,1.1290,0.1540,-0.1540,294.700500,46.573132,15.865
9072639,K04198.01,,CANDIDATE,CANDIDATE,0.0890,1.182862515,7.2620000e-06,-7.2620000e-06,2.2300e+01,1.600e+00,-1.600e+00,1.26,1.700e-01,-4.300e-01,0.0237,,,84.63,,,2800.0,,,14544.87,5755.74,-8677.73,6017.00,120.00,-120.00,-0.3800,0.1500,-0.1500,2.6390,0.3580,-0.8940,1.2690,0.1110,-0.2400,283.852910,45.485260,12.638
5340878,K04199.01,Kepler-1566 b,CONFIRMED,CANDIDATE,0.1460,0.539915033,1.5080000e-06,-1.5080000e-06,9.7000e+01,6.300e+00,-6.300e+00,0.82,4.000e-02,-6.000e-02,0.0121,,,85.27,,,1871.0,,,2901.68,530.10,-546.80,5102.00,84.00,-76.00,0.1000,0.1500,-0.1500,0.8370,0.0440,-0.0600,0.8110,0.0560,-0.0300,283.587620,40.574928,14.311
10273903,K04200.01,,FALSE POSITIVE,FALSE POSITIVE,,372.543530000,2.4060000e-02,-2.4060000e-02,1.1060e+03,1.010e+02,-1.010e+02,74.14,2.323e+01,-5.680e+00,0.9858,,,87.66,,,226.0,,,0.62,0.56,-0.15,5561.00,154.00,-147.00,-0.0600,0.2700,-0.2600,0.8360,0.2620,-0.0640,0.9190,0.0790,-0.0900,291.796660,47.385929,15.662
7450747,K04267.01,Kepler-1949 b,CONFIRMED,CANDIDATE,0.9510,2.208296370,1.7980000e-05,-1.7980000e-05,8.7900e+01,8.300e+00,-8.300e+00,1.36,2.400e-01,-2.500e-01,0.0352,,,88.00,,,1709.0,,,2016.25,908.25,-762.52,6028.00,81.00,-81.00,0.1400,0.1500,-0.1500,1.4540,0.2510,-0.2760,1.1940,0.0870,-0.1090,293.542300,43.026100,15.201
7826620,K04268.01,Kepler-1579 b,CONFIRMED,CANDIDATE,0.9960,0.849906734,3.9060000e-06,-3.9060000e-06,1.2430e+02,1.310e+01,-1.310e+01,0.59,5.000e-02,-6.000e-02,0.0140,,,81.86,,,1139.0,,,396.64,114.92,-119.56,4296.00,115.00,-140.00,-1.0000,0.3000,-0.3500,0.5050,0.0390,-0.0540,0.5030,0.0420,-0.0420,293.288020,43.514992,15.220
8890924,K04269.01,Kepler-1993 b,CONFIRMED,CANDIDATE,0.9980,26.656573700,2.0520000e-04,-2.0520000e-04,1.6340e+02,9.400e+00,-9.400e+00,4.15,1.280e+00,-2.980e+00,0.1943,,,88.72,,,903.0,,,157.45,149.44,-146.41,5159.00,171.00,-155.00,-0.0400,0.3000,-0.3000,3.0620,0.9430,-2.2000,1.3730,0.2050,-0.5120,293.796840,45.160728,13.263
8890924,K04269.02,,CANDIDATE,CANDIDATE,0.1250,4.440854100,1.0960000e-04,-1.0960000e-04,3.3900e+01,3.700e+00,-3.700e+00,1.74,5.300e-01,-1.250e+00,0.0588,,,89.93,,,1642.0,,,1719.20,1631.74,-1598.60,5159.00,171.00,-155.00,-0.0400,0.3000,-0.3000,3.0620,0.9430,-2.2000,1.3730,0.2050,-0.5120,293.796840,45.160728,13.263
8483241,K04270.01,,FALSE POSITIVE,FALSE POSITIVE,,373.722570000,2.1180000e-02,-2.1180000e-02,4.7090e+02,5.760e+01,-5.760e+01,67.13,2.943e+01,-6.600e+00,1.0309,,,88.24,,,262.0,,,1.11,1.45,-0.32,6004.00,162.00,-202.00,-0.0200,0.2200,-0.3000,1.0080,0.4420,-0.0990,1.0430,0.1940,-0.1240,286.532780,44.554569,14.808
8573193,K04337.01,Kepler-1591 b,CONFIRMED,CANDIDATE,0.9980,8.185048590,8.3460000e-05,-8.3460000e-05,9.7600e+01,9.500e+00,-9.500e+00,0.93,2.400e-01,-8.000e-02,0.0794,,,86.83,,,892.0,,,149.41,111.61,-40.49,5984.00,149.00,-179.00,-0.2000,0.2500,-0.3500,0.9060,0.2340,-0.0840,0.9930,0.1090,-0.1330,296.516660,44.608608,14.686
9240664,K04338.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,10.784385130,3.4240000e-05,-3.4240000e-05,2.3360e+02,1.930e+01,-1.930e+01,75.04,2.209e+01,-5.156e+01,0.1089,,,84.03,,,1397.0,,,900.70,834.63,-824.37,5575.00,198.00,-198.00,-0.3800,0.3500,-0.3000,3.5150,1.0350,-2.4150,1.4800,0.2060,-0.6170,299.206670,45.645470,13.638
7673841,K02585.02,Kepler-392 c,CONFIRMED,CANDIDATE,1.0000,10.423173430,8.7750000e-05,-8.7750000e-05,7.1200e+01,7.500e+00,-7.500e+00,1.07,1.500e-01,-1.900e-01,0.0905,,,87.72,,,901.0,,,155.70,65.35,-57.87,5767.00,115.00,-104.00,-0.1400,0.1500,-0.1500,1.1350,0.1650,-0.2020,0.9100,0.0780,-0.0520,288.660770,43.368080,13.455
7281411,K04339.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.566804221,4.2820000e-06,-4.2820000e-06,1.6600e+02,1.010e+01,-1.010e+01,0.85,7.000e-02,-7.000e-02,0.0115,,,61.27,,,1737.0,,,2149.42,804.75,-568.61,5277.00,202.00,-183.00,-1.0000,0.3000,-0.3000,0.6400,0.0560,-0.0510,0.6280,0.0650,-0.0230,291.586820,42.827621,15.776
6528141,K04340.01,,FALSE POSITIVE,FALSE POSITIVE,0.0060,2.022658000,2.3840000e-05,-2.3840000e-05,1.3570e+02,1.180e+01,-1.180e+01,1.15,3.500e-01,-1.200e-01,0.0318,,,84.41,,,1482.0,,,1139.10,1070.66,-355.15,6091.00,189.00,-232.00,-0.1400,0.3000,-0.3000,0.9670,0.3000,-0.1000,1.0450,0.1390,-0.1390,293.622800,41.966492,15.572
8106112,K04404.01,,FALSE POSITIVE,FALSE POSITIVE,,316.577470000,4.5680000e-02,-4.5680000e-02,2.6910e+02,7.630e+01,-7.630e+01,1.47,5.900e-01,-1.100e-01,0.9079,,,89.95,,,255.0,,,1.01,1.18,-0.25,5822.00,160.00,-176.00,-0.0600,0.2400,-0.2800,0.8980,0.3560,-0.0700,0.9940,0.1090,-0.1160,294.731320,43.989361,15.246
4054784,K07679.01,,CANDIDATE,CANDIDATE,1.0000,1.867994300,1.0220000e-05,-1.0220000e-05,7.3400e+01,1.140e+01,-1.140e+01,0.70,1.400e-01,-7.000e-02,0.0286,,,89.24,,,1291.0,,,658.77,421.70,-171.57,5487.00,147.00,-147.00,-0.0800,0.3000,-0.3000,0.8150,0.1750,-0.0750,0.8990,0.0820,-0.1010,290.884860,39.115921,14.185
10745365,K04405.01,,CANDIDATE,CANDIDATE,0.6940,8.917286300,2.2280000e-04,-2.2280000e-04,1.9630e+02,3.440e+01,-3.440e+01,1.39,4.500e-01,-1.500e-01,0.0853,,,89.77,,,931.0,,,177.84,170.85,-55.41,6210.00,175.00,-219.00,-0.2400,0.2500,-0.3500,0.9860,0.3200,-0.1070,1.0350,0.1470,-0.1340,296.896000,48.047260,14.671
5563937,K04406.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.519437968,1.7620000e-06,-1.7620000e-06,2.2620e+02,1.110e+01,-1.110e+01,20.48,6.590e+00,-2.200e+00,0.0130,,,17.30,,,2402.0,,,7822.62,7639.63,-2563.25,6181.00,193.00,-257.00,-0.1400,0.2500,-0.3000,1.0060,0.3240,-0.1080,1.0740,0.1510,-0.1510,299.085360,40.774529,15.421
8396660,K04407.01,,CANDIDATE,CANDIDATE,1.0000,1.338070750,1.0680000e-05,-1.0680000e-05,2.0200e+01,2.700e+00,-2.700e+00,0.60,9.000e-02,-7.000e-02,0.0257,,,89.97,,,2008.0,,,3844.97,1757.00,-1030.40,6355.00,115.00,-127.00,0.1600,0.1500,-0.2000,1.3190,0.2170,-0.1440,1.2690,0.0900,-0.1170,301.156560,44.379532,11.179
10736179,K04408.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.105095798,7.6150000e-06,-7.6150000e-06,1.4170e+02,9.500e+00,-9.500e+00,0.89,1.400e-01,-7.000e-02,0.0197,,,84.67,,,1445.0,,,1025.90,533.93,-250.22,5296.00,159.00,-159.00,-0.2000,0.3000,-0.3000,0.7520,0.1220,-0.0570,0.8350,0.0780,-0.0960,293.827820,48.054241,15.815
6119921,K04201.01,,FALSE POSITIVE,FALSE POSITIVE,,245.019020000,1.6760000e-02,-1.6760000e-02,3.7590e+02,6.060e+01,-6.060e+01,1.98,8.900e-01,-1.900e-01,0.7796,,,89.95,,,310.0,,,2.17,2.88,-0.62,6167.00,159.00,-205.00,-0.1400,0.2200,-0.3200,1.0100,0.4540,-0.0970,1.0460,0.1990,-0.1230,290.626590,41.490959,14.881
5084171,K04202.01,Kepler-1567 b,CONFIRMED,CANDIDATE,0.9490,153.979362000,1.7260000e-03,-1.7260000e-03,7.9250e+02,5.550e+01,-5.550e+01,2.53,7.700e-01,-2.500e-01,0.5520,,,89.98,,,330.0,,,2.82,2.51,-0.80,5858.00,159.00,-176.00,-0.2000,0.3000,-0.3000,0.9030,0.2740,-0.0910,0.9440,0.1200,-0.1080,286.695220,40.291809,15.672
4141587,K07684.01,,FALSE POSITIVE,FALSE POSITIVE,0.0870,10.223978700,2.1940000e-04,-2.1940000e-04,2.1350e+02,5.450e+01,-5.450e+01,24.43,2.540e+00,-6.340e+00,0.1279,,,89.36,,,2364.0,,,7383.41,2148.29,-3752.33,4673.00,68.00,-125.00,0.2100,0.1500,-0.2500,16.8230,1.7470,-4.3680,2.6660,0.3980,-1.1950,286.771610,39.266941,13.188
11968463,K02433.03,Kepler-385 d,CONFIRMED,CANDIDATE,0.9170,56.414831400,9.0490000e-04,-9.0490000e-04,4.8010e+02,3.060e+01,-3.060e+01,2.90,1.010e+00,-3.400e-01,0.3024,,,87.94,,,535.0,,,19.37,19.91,-6.58,6325.00,174.00,-261.00,-0.0400,0.2500,-0.3000,1.1120,0.3880,-0.1290,1.1570,0.1690,-0.1690,294.338470,50.336540,15.212
3834317,K04203.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.180790980,1.1320000e-05,-1.1320000e-05,8.3200e+01,1.050e+01,-1.050e+01,3.29,3.200e-01,-1.300e+00,0.0405,,,54.35,,,2767.0,,,13876.96,5405.39,-9734.43,6911.00,247.00,-340.00,-0.1200,0.3000,-0.2500,3.3390,0.3300,-1.3210,1.8650,0.1590,-0.4450,286.047390,38.979851,10.008
10593535,K04204.01,Kepler-1568 b,CONFIRMED,CANDIDATE,0.9740,20.925408300,2.6070000e-04,-2.6070000e-04,1.0900e+02,8.100e+00,-8.100e+00,1.26,2.000e-01,-2.000e-01,0.1499,,,89.51,,,729.0,,,66.95,29.87,-23.43,5821.00,105.00,-117.00,0.1000,0.1500,-0.1500,1.2100,0.1940,-0.1940,1.0250,0.0860,-0.0700,289.182650,47.873379,13.966
5959719,K02498.02,Kepler-390 c,CONFIRMED,CANDIDATE,0.9050,13.060039900,1.1190000e-04,-1.1190000e-04,1.0680e+02,9.700e+00,-9.700e+00,0.80,6.000e-02,-4.000e-02,0.1006,,,89.08,,,630.0,,,37.30,8.34,-6.35,5168.00,102.00,-102.00,-0.1200,0.1500,-0.1500,0.7690,0.0490,-0.0400,0.7930,0.0450,-0.0450,291.628780,41.208599,13.942
5992210,K04271.01,,FALSE POSITIVE,FALSE POSITIVE,0.0120,0.641069613,3.9150000e-06,-3.9150000e-06,7.8600e+01,8.400e+00,-8.400e+00,0.86,2.600e-01,-1.100e-01,0.0143,,,89.27,,,2196.0,,,5512.38,5127.56,-1955.64,6077.00,191.00,-234.00,-0.3400,0.3000,-0.3000,0.9610,0.2940,-0.1260,0.9530,0.1280,-0.1160,299.608250,41.268341,14.098
4284980,K07690.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.243041500,4.8740000e-05,-4.8740000e-05,1.0110e+02,1.560e+01,-1.560e+01,0.89,2.800e-01,-9.000e-02,0.0334,,,88.22,,,1344.0,,,770.18,720.68,-231.60,5897.00,186.00,-206.00,-0.1600,0.3000,-0.3000,0.8910,0.2740,-0.0910,0.9830,0.1200,-0.1320,296.633150,39.327141,15.596
9302543,K04272.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.214751680,5.9130000e-05,-5.9130000e-05,2.6610e+02,4.880e+01,-4.880e+01,5.50,7.400e-01,-3.170e+00,0.0265,,,70.93,,,3302.0,,,28091.85,12256.14,-23671.12,6732.00,184.00,-225.00,-0.1400,0.3000,-0.3000,3.2760,0.4440,-1.8850,1.6760,0.1970,-0.4600,299.086580,45.776821,11.464
9716028,K04273.01,,CANDIDATE,CANDIDATE,0.9990,17.373182100,1.8270000e-04,-1.8270000e-04,7.1700e+01,6.300e+00,-6.300e+00,1.31,2.500e-01,-2.500e-01,0.1410,,,89.66,,,901.0,,,155.73,80.66,-62.02,6180.00,111.00,-136.00,0.0700,0.1500,-0.1500,1.5400,0.2910,-0.2910,1.2370,0.1070,-0.1310,294.209840,46.479969,12.677
6223324,K04274.01,,CANDIDATE,CANDIDATE,0.9720,1.975074240,1.3860000e-05,-1.3860000e-05,1.3050e+02,1.040e+01,-1.040e+01,1.08,3.500e-01,-1.100e-01,0.0311,,,88.50,,,1477.0,,,1122.82,1093.90,-356.17,6065.00,190.00,-232.00,-0.1800,0.2500,-0.3000,0.9470,0.3040,-0.1010,1.0220,0.1400,-0.1400,296.811580,41.515690,15.276
9701962,K04617.01,Kepler-1617 b,CONFIRMED,CANDIDATE,0.8960,27.478465900,5.1770000e-04,-5.1770000e-04,8.3200e+01,7.600e+00,-7.600e+00,1.52,2.500e-01,-4.000e-01,0.1810,,,89.98,,,736.0,,,69.30,30.51,-33.43,5432.00,89.00,-65.00,0.2100,0.1500,-0.1000,1.7070,0.2760,-0.4490,1.0460,0.0930,-0.0930,287.937190,46.418491,13.630
6685646,K04618.01,,FALSE POSITIVE,FALSE POSITIVE,,244.866620000,1.5220000e-02,-1.5220000e-02,2.8950e+02,4.050e+01,-4.050e+01,1.46,5.600e-01,-1.200e-01,0.7506,,,89.95,,,273.0,,,1.31,1.49,-0.31,5821.00,157.00,-153.00,-0.2200,0.2800,-0.2800,0.8480,0.3270,-0.0660,0.9370,0.0960,-0.1050,290.041140,42.105740,14.462
4574319,K07697.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.306272140,2.8790000e-05,-2.8790000e-05,9.5400e+01,1.140e+01,-1.140e+01,0.87,2.100e-01,-8.000e-02,0.0230,,,71.34,,,1490.0,,,1161.23,892.45,-315.79,5513.00,180.00,-180.00,0.0800,0.2500,-0.3000,0.8620,0.2130,-0.0760,0.9480,0.0830,-0.1010,294.996490,39.629921,15.762
7741837,K04619.01,,FALSE POSITIVE,FALSE POSITIVE,,62.366706000,1.9840000e-03,-1.9840000e-03,9.5400e+01,1.560e+01,-1.560e+01,1.88,8.500e-01,-5.600e-01,0.3457,,,89.95,,,698.0,,,56.09,72.69,-31.92,6749.00,144.00,-218.00,-0.1400,0.2400,-0.3400,1.9000,0.8600,-0.5680,1.4190,0.2530,-0.3120,287.397770,43.414341,11.208
11137065,K04620.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.933732791,7.5160000e-06,-7.5160000e-06,9.6900e+01,8.600e+00,-8.600e+00,0.90,2.700e-01,-1.400e-01,0.0173,,,89.47,,,1773.0,,,2344.56,2123.67,-890.09,5496.00,182.00,-182.00,-0.2200,0.3000,-0.2500,0.9270,0.2720,-0.1460,0.7980,0.1290,-0.0650,291.616460,48.775639,14.812
11093335,K04621.01,,FALSE POSITIVE,FALSE POSITIVE,,53.106597000,1.2850000e-03,-1.2850000e-03,8.2400e+01,1.620e+01,-1.620e+01,2.20,6.500e-01,-7.700e-01,0.3212,,,89.95,,,860.0,,,129.19,111.92,-82.81,7217.00,197.00,-272.00,-0.3400,0.2600,-0.3400,2.3430,0.6900,-0.8270,1.5620,0.2570,-0.3800,296.041960,48.681351,11.159
9394768,K04690.01,,FALSE POSITIVE,FALSE POSITIVE,,360.154170000,1.2870000e-02,-1.2870000e-02,7.9060e+02,6.220e+01,-6.220e+01,2.99,1.480e+00,-2.800e-01,1.0423,,,89.95,,,270.0,,,1.25,1.85,-0.36,6065.00,152.00,-212.00,0.2100,0.1500,-0.3500,1.0610,0.5250,-0.1000,1.1630,0.2240,-0.1720,287.252990,45.909340,15.435
9773980,K04691.01,,CANDIDATE,CANDIDATE,0.9650,3.387916500,2.5830000e-05,-2.5830000e-05,7.8600e+01,8.900e+00,-8.900e+00,1.09,1.800e-01,-1.800e-01,0.0442,,,89.53,,,1336.0,,,750.60,323.66,-254.56,5702.00,77.00,-77.00,0.1400,0.1500,-0.1500,1.2450,0.2050,-0.2050,0.9970,0.0750,-0.0600,293.280150,46.560089,14.491
10972902,K04692.01,,FALSE POSITIVE,FALSE POSITIVE,,1.428568150,1.1200000e-05,-1.1200000e-05,5.9500e+01,6.400e+00,-6.400e+00,0.64,2.900e-01,-5.000e-02,0.0239,,,86.52,,,1547.0,,,1352.91,1775.25,-324.89,5979.00,159.00,-162.00,-0.5200,0.2800,-0.2800,0.8220,0.3640,-0.0650,0.8880,0.1030,-0.0910,290.444760,48.462891,14.766
3832474,K00806.04,,FALSE POSITIVE,FALSE POSITIVE,,381.850599000,6.5190000e-03,-6.5190000e-03,1.7020e+03,1.550e+02,-1.550e+02,3.59,3.800e-01,-1.400e-01,1.0260,,,89.95,,,222.0,,,0.58,0.18,-0.09,5485.00,99.00,-112.00,0.2100,0.1100,-0.1700,0.8670,0.0920,-0.0340,0.9860,0.0280,-0.0790,285.283630,38.947281,15.403
12004971,K03194.01,,FALSE POSITIVE,FALSE POSITIVE,1.0000,10.813154170,3.9820000e-05,-3.9820000e-05,8.0300e+01,6.500e+00,-6.500e+00,1.46,2.600e-01,-1.600e-01,0.1059,,,88.83,,,1045.0,,,281.84,139.24,-76.92,6380.00,113.00,-151.00,0.3400,0.1000,-0.1500,1.4600,0.2630,-0.1540,1.3510,0.0980,-0.0780,286.628540,50.471272,11.487
3644602,K04479.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,359.083680000,1.6630000e-02,-1.6630000e-02,6.1870e+02,6.750e+01,-6.750e+01,29.15,9.060e+00,-3.040e+00,0.9846,,,88.33,,,268.0,,,1.23,1.13,-0.38,6256.00,176.00,-220.00,-0.4400,0.3000,-0.3000,0.9320,0.2900,-0.0970,0.9860,0.1230,-0.1230,291.189270,38.731159,15.145
10467714,K04480.01,,CANDIDATE,CANDIDATE,1.0000,58.748862900,4.9870000e-04,-4.9870000e-04,4.7360e+02,3.810e+01,-3.810e+01,1.75,3.300e-01,-2.300e-01,0.2696,,,89.92,,,425.0,,,7.70,4.57,-2.43,5574.00,166.00,-150.00,-0.5000,0.3000,-0.3000,0.8050,0.1530,-0.1020,0.7560,0.1090,-0.0470,290.776550,47.648430,14.122
11912941,K04481.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.747843740,4.2100000e-05,-4.2100000e-05,1.1650e+02,1.090e+01,-1.090e+01,1.08,3.200e-01,-1.300e-01,0.0483,,,89.32,,,1226.0,,,534.57,469.74,-174.27,6122.00,171.00,-214.00,-0.1000,0.2500,-0.3500,0.9960,0.2960,-0.1180,1.0700,0.1330,-0.1480,290.979060,50.258148,15.130
